#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   11.690000      0.16296953      0.16887473      0.52110897E-02   2.3592758       0.0000000       0.0000000      -14.184306     -0.39719082E-01
   11.700000      0.16286436      0.16876331      0.51926225E-02   2.3593001       0.0000000       0.0000000      -14.179543     -0.39660972E-01
   11.710000      0.16275932      0.16865204      0.51742215E-02   2.3593256       0.0000000       0.0000000      -14.174790     -0.39602887E-01
   11.719999      0.16265440      0.16852443      0.51558875E-02   2.3593495       0.0000000       0.0000000      -14.170037     -0.39544806E-01
   11.730000      0.16254963      0.16841349      0.51376168E-02   2.3593745       0.0000000       0.0000000      -14.165289     -0.39485179E-01
   11.740000      0.16244496      0.16828620      0.51194122E-02   2.3593979       0.0000000       0.0000000      -14.160549     -0.39425552E-01
   11.750000      0.16234045      0.16815910      0.51012705E-02   2.3594224       0.0000000       0.0000000      -14.155808     -0.39369538E-01
   11.759999      0.16223606      0.16804861      0.50831954E-02   2.3594453       0.0000000       0.0000000      -14.151067     -0.39313529E-01
   11.770000      0.16213180      0.16793825      0.50651818E-02   2.3594694       0.0000000       0.0000000      -14.146338     -0.39254691E-01
   11.780000      0.16202764      0.16782799      0.50472319E-02   2.3594921       0.0000000       0.0000000      -14.141609     -0.39195858E-01
   11.790000      0.16192363      0.16770154      0.50293482E-02   2.3595159       0.0000000       0.0000000      -14.136888     -0.39138671E-01
   11.800000      0.16181971      0.16759159      0.50115255E-02   2.3595378       0.0000000       0.0000000      -14.132167     -0.39081480E-01
   11.809999      0.16171598      0.16749816      0.49937679E-02   2.3595612       0.0000000       0.0000000      -14.127453     -0.39023075E-01
   11.820000      0.16161233      0.16735584      0.49760714E-02   2.3595829       0.0000000       0.0000000      -14.122740     -0.38964674E-01
   11.830000      0.16150883      0.16724634      0.49584396E-02   2.3596056       0.0000000       0.0000000      -14.118030     -0.38908057E-01
   11.840000      0.16140541      0.16713695      0.49408684E-02   2.3596265       0.0000000       0.0000000      -14.113323     -0.38851447E-01
   11.849999      0.16130218      0.16701148      0.49233614E-02   2.3596489       0.0000000       0.0000000      -14.108626     -0.38795251E-01
   11.860000      0.16119905      0.16685367      0.49059140E-02   2.3596699       0.0000000       0.0000000      -14.103924     -0.38739055E-01
   11.870000      0.16109604      0.16677725      0.48885290E-02   2.3596919       0.0000000       0.0000000      -14.099234     -0.38682640E-01
   11.880000      0.16099314      0.16666846      0.48712073E-02   2.3597121       0.0000000       0.0000000      -14.094543     -0.38626231E-01
   11.889999      0.16089040      0.16654363      0.48539471E-02   2.3597336       0.0000000       0.0000000      -14.089861     -0.38570210E-01
   11.900000      0.16078775      0.16643512      0.48367460E-02   2.3597536       0.0000000       0.0000000      -14.085179     -0.38514193E-01
   11.910000      0.16068524      0.16632678      0.48196060E-02   2.3597746       0.0000000       0.0000000      -14.080504     -0.38457274E-01
   11.920000      0.16058286      0.16620240      0.48025264E-02   2.3597941       0.0000000       0.0000000      -14.075829     -0.38400348E-01
   11.929999      0.16048059      0.16609433      0.47855093E-02   2.3598146       0.0000000       0.0000000      -14.071157     -0.38343582E-01
   11.940000      0.16037843      0.16597027      0.47685532E-02   2.3598337       0.0000000       0.0000000      -14.066496     -0.38286820E-01
   11.950000      0.16027641      0.16586249      0.47516543E-02   2.3598537       0.0000000       0.0000000      -14.061832     -0.38231906E-01
   11.960000      0.16017450      0.16575481      0.47348156E-02   2.3598723       0.0000000       0.0000000      -14.057173     -0.38176991E-01
   11.969999      0.16007274      0.16563123      0.47180392E-02   2.3598921       0.0000000       0.0000000      -14.052523     -0.38119718E-01
   11.980000      0.15997107      0.16550779      0.47013219E-02   2.3599105       0.0000000       0.0000000      -14.047875     -0.38062450E-01
   11.990000      0.15986954      0.16541663      0.46846615E-02   2.3599298       0.0000000       0.0000000      -14.043227     -0.38009696E-01
   12.000000      0.15976812      0.16529348      0.46680602E-02   2.3599474       0.0000000       0.0000000      -14.038580     -0.37956946E-01
   12.009999      0.15966685      0.16518655      0.46515195E-02   2.3599663       0.0000000       0.0000000      -14.033939     -0.37901811E-01
   12.020000      0.15956567      0.16506374      0.46350360E-02   2.3599834       0.0000000       0.0000000      -14.029308     -0.37846684E-01
   12.030000      0.15946463      0.16495708      0.46186126E-02   2.3600020       0.0000000       0.0000000      -14.024675     -0.37793063E-01
   12.040000      0.15936369      0.16485052      0.46022455E-02   2.3600190       0.0000000       0.0000000      -14.020043     -0.37739445E-01
   12.050000      0.15926288      0.16472816      0.45859362E-02   2.3600371       0.0000000       0.0000000      -14.015420     -0.37682660E-01
   12.059999      0.15916219      0.16462190      0.45696869E-02   2.3600538       0.0000000       0.0000000      -14.010804     -0.37625872E-01
   12.070000      0.15906163      0.16449985      0.45534931E-02   2.3600712       0.0000000       0.0000000      -14.006186     -0.37573084E-01
   12.080000      0.15896116      0.16439387      0.45373584E-02   2.3600874       0.0000000       0.0000000      -14.001570     -0.37520293E-01
   12.090000      0.15886085      0.16428803      0.45212791E-02   2.3601048       0.0000000       0.0000000      -13.996962     -0.37463952E-01
   12.099999      0.15876064      0.16416644      0.45052595E-02   2.3601203       0.0000000       0.0000000      -13.992357     -0.37407614E-01
   12.110000      0.15866055      0.16406086      0.44892938E-02   2.3601372       0.0000000       0.0000000      -13.987761     -0.37354220E-01
   12.120000      0.15856056      0.16393955      0.44733868E-02   2.3601525       0.0000000       0.0000000      -13.983159     -0.37300821E-01
   12.130000      0.15846072      0.16383427      0.44575343E-02   2.3601689       0.0000000       0.0000000      -13.978566     -0.37248038E-01
   12.139999      0.15836100      0.16371329      0.44417400E-02   2.3601840       0.0000000       0.0000000      -13.973973     -0.37195250E-01
   12.150000      0.15826137      0.16360827      0.44259997E-02   2.3602002       0.0000000       0.0000000      -13.969388     -0.37141256E-01
   12.160000      0.15816188      0.16350338      0.44103148E-02   2.3602145       0.0000000       0.0000000      -13.964802     -0.37087258E-01
   12.170000      0.15806250      0.16338286      0.43946877E-02   2.3602304       0.0000000       0.0000000      -13.960224     -0.37031893E-01
   12.179999      0.15796325      0.16327824      0.43791160E-02   2.3602448       0.0000000       0.0000000      -13.955651     -0.36976520E-01
   12.190000      0.15786411      0.16317375      0.43635978E-02   2.3602602       0.0000000       0.0000000      -13.951077     -0.36924705E-01
   12.200000      0.15776509      0.16305366      0.43481342E-02   2.3602741       0.0000000       0.0000000      -13.946507     -0.36872886E-01
   12.210000      0.15766618      0.16294944      0.43327254E-02   2.3602889       0.0000000       0.0000000      -13.941946     -0.36820509E-01
   12.219999      0.15756738      0.16284534      0.43173735E-02   2.3603022       0.0000000       0.0000000      -13.937384     -0.36768124E-01
   12.230000      0.15746872      0.16274139      0.43020756E-02   2.3603168       0.0000000       0.0000000      -13.932831     -0.36713772E-01
   12.240000      0.15737015      0.16260622      0.42868298E-02   2.3603299       0.0000000       0.0000000      -13.928272     -0.36659420E-01
   12.250000      0.15727173      0.16250256      0.42716386E-02   2.3603442       0.0000000       0.0000000      -13.923726     -0.36606770E-01
   12.259999      0.15717341      0.16239899      0.42565032E-02   2.3603568       0.0000000       0.0000000      -13.919179     -0.36554109E-01
   12.270000      0.15707520      0.16229558      0.42414209E-02   2.3603706       0.0000000       0.0000000      -13.914637     -0.36503471E-01
   12.280000      0.15697707      0.16217665      0.42263903E-02   2.3603830       0.0000000       0.0000000      -13.910094     -0.36452826E-01
   12.290000      0.15687911      0.16207349      0.42114132E-02   2.3603966       0.0000000       0.0000000      -13.905564     -0.36400221E-01
   12.300000      0.15678124      0.16197045      0.41964888E-02   2.3604085       0.0000000       0.0000000      -13.901029     -0.36347624E-01
   12.309999      0.15668349      0.16185199      0.41816197E-02   2.3604214       0.0000000       0.0000000      -13.896506     -0.36294725E-01
   12.320000      0.15658587      0.16174921      0.41668029E-02   2.3604331       0.0000000       0.0000000      -13.891979     -0.36241829E-01
   12.330000      0.15648833      0.16163105      0.41520367E-02   2.3604460       0.0000000       0.0000000      -13.887460     -0.36190458E-01
   12.340000      0.15639092      0.16152851      0.41373228E-02   2.3604569       0.0000000       0.0000000      -13.882940     -0.36139093E-01
   12.349999      0.15629365      0.16141066      0.41226633E-02   2.3604693       0.0000000       0.0000000      -13.878429     -0.36087934E-01
   12.360000      0.15619646      0.16132388      0.41080536E-02   2.3604803       0.0000000       0.0000000      -13.873919     -0.36036775E-01
   12.370000      0.15609939      0.16120629      0.40934975E-02   2.3604922       0.0000000       0.0000000      -13.869414     -0.35986044E-01
   12.380000      0.15600243      0.16110426      0.40789912E-02   2.3605027       0.0000000       0.0000000      -13.864907     -0.35935305E-01
   12.389999      0.15590560      0.16098697      0.40645381E-02   2.3605144       0.0000000       0.0000000      -13.860412     -0.35883699E-01
   12.400000      0.15580887      0.16086979      0.40501347E-02   2.3605244       0.0000000       0.0000000      -13.855912     -0.35832088E-01
   12.410000      0.15571226      0.16078362      0.40357839E-02   2.3605356       0.0000000       0.0000000      -13.851424     -0.35781287E-01
   12.420000      0.15561573      0.16066670      0.40214821E-02   2.3605454       0.0000000       0.0000000      -13.846931     -0.35730481E-01
   12.429999      0.15551937      0.16054998      0.40072324E-02   2.3605564       0.0000000       0.0000000      -13.842453     -0.35679687E-01
   12.440000      0.15542307      0.16046411      0.39930316E-02   2.3605659       0.0000000       0.0000000      -13.837968     -0.35628892E-01
   12.450000      0.15532690      0.16034764      0.39788815E-02   2.3605764       0.0000000       0.0000000      -13.833492     -0.35579599E-01
   12.460000      0.15523084      0.16024664      0.39647832E-02   2.3605855       0.0000000       0.0000000      -13.829017     -0.35530310E-01
   12.469999      0.15513490      0.16013049      0.39507346E-02   2.3605955       0.0000000       0.0000000      -13.824548     -0.35479955E-01
   12.480000      0.15503906      0.16002974      0.39367341E-02   2.3606043       0.0000000       0.0000000      -13.820079     -0.35429604E-01
   12.490000      0.15494333      0.15991384      0.39227838E-02   2.3606141       0.0000000       0.0000000      -13.815615     -0.35379909E-01
   12.500000      0.15484771      0.15982865      0.39088819E-02   2.3606224       0.0000000       0.0000000      -13.811154     -0.35330214E-01
   12.509999      0.15475222      0.15971303      0.38950318E-02   2.3606317       0.0000000       0.0000000      -13.806702     -0.35279781E-01
   12.520000      0.15465683      0.15961280      0.38812307E-02   2.3606398       0.0000000       0.0000000      -13.802244     -0.35229351E-01
   12.530000      0.15456155      0.15949745      0.38674765E-02   2.3606486       0.0000000       0.0000000      -13.797800     -0.35179570E-01
   12.540000      0.15446636      0.15939747      0.38537711E-02   2.3606565       0.0000000       0.0000000      -13.793351     -0.35129797E-01
   12.550000      0.15437131      0.15929763      0.38401163E-02   2.3606651       0.0000000       0.0000000      -13.788910     -0.35080142E-01
   12.559999      0.15427634      0.15921305      0.38265095E-02   2.3606725       0.0000000       0.0000000      -13.784469     -0.35030484E-01
   12.570000      0.15418151      0.15906790      0.38129494E-02   2.3606808       0.0000000       0.0000000      -13.780036     -0.34981687E-01
   12.580000      0.15408675      0.15896842      0.37994368E-02   2.3606880       0.0000000       0.0000000      -13.775602     -0.34932882E-01
   12.590000      0.15399215      0.15886906      0.37859729E-02   2.3606961       0.0000000       0.0000000      -13.771177     -0.34883659E-01
   12.599999      0.15389763      0.15876983      0.37725582E-02   2.3607028       0.0000000       0.0000000      -13.766747     -0.34834433E-01
   12.610000      0.15380321      0.15865558      0.37591907E-02   2.3607104       0.0000000       0.0000000      -13.762330     -0.34784287E-01
   12.620000      0.15370890      0.15855658      0.37458690E-02   2.3607166       0.0000000       0.0000000      -13.757913     -0.34734149E-01
   12.630000      0.15361471      0.15844265      0.37325947E-02   2.3607242       0.0000000       0.0000000      -13.753499     -0.34685869E-01
   12.639999      0.15352064      0.15834390      0.37193692E-02   2.3607302       0.0000000       0.0000000      -13.749085     -0.34637585E-01
   12.650000      0.15342668      0.15824530      0.37061886E-02   2.3607371       0.0000000       0.0000000      -13.744679     -0.34589075E-01
   12.660000      0.15333280      0.15813173      0.36930563E-02   2.3607430       0.0000000       0.0000000      -13.740273     -0.34540571E-01
   12.670000      0.15323904      0.15803336      0.36799689E-02   2.3607497       0.0000000       0.0000000      -13.735875     -0.34491770E-01
   12.679999      0.15314539      0.15793510      0.36669299E-02   2.3607552       0.0000000       0.0000000      -13.731478     -0.34442961E-01
   12.690000      0.15305184      0.15782192      0.36539354E-02   2.3607616       0.0000000       0.0000000      -13.727087     -0.34393493E-01
   12.700000      0.15295839      0.15772392      0.36409884E-02   2.3607666       0.0000000       0.0000000      -13.722697     -0.34344029E-01
   12.710000      0.15286507      0.15761106      0.36280854E-02   2.3607731       0.0000000       0.0000000      -13.718310     -0.34297530E-01
   12.719999      0.15277185      0.15751329      0.36152301E-02   2.3607779       0.0000000       0.0000000      -13.713924     -0.34251031E-01
   12.730000      0.15267873      0.15741564      0.36024186E-02   2.3607836       0.0000000       0.0000000      -13.709545     -0.34203395E-01
   12.740000      0.15258570      0.15731807      0.35896525E-02   2.3607881       0.0000000       0.0000000      -13.705168     -0.34155760E-01
   12.750000      0.15249281      0.15720573      0.35769334E-02   2.3607938       0.0000000       0.0000000      -13.700796     -0.34108058E-01
   12.759999      0.15240000      0.15710844      0.35642595E-02   2.3607979       0.0000000       0.0000000      -13.696426     -0.34060352E-01
   12.770000      0.15230730      0.15699634      0.35516284E-02   2.3608031       0.0000000       0.0000000      -13.692063     -0.34011450E-01
   12.780000      0.15221469      0.15689927      0.35390423E-02   2.3608069       0.0000000       0.0000000      -13.687700     -0.33962548E-01
   12.790000      0.15212221      0.15680234      0.35265025E-02   2.3608117       0.0000000       0.0000000      -13.683342     -0.33916663E-01
   12.799999      0.15202983      0.15667579      0.35140056E-02   2.3608153       0.0000000       0.0000000      -13.678983     -0.33870779E-01
   12.809999      0.15193756      0.15659396      0.35015545E-02   2.3608198       0.0000000       0.0000000      -13.674631     -0.33823717E-01
   12.820000      0.15184538      0.15648252      0.34891458E-02   2.3608229       0.0000000       0.0000000      -13.670280     -0.33776656E-01
   12.830000      0.15175331      0.15640087      0.34767808E-02   2.3608272       0.0000000       0.0000000      -13.665936     -0.33729203E-01
   12.840000      0.15166134      0.15628971      0.34644618E-02   2.3608301       0.0000000       0.0000000      -13.661593     -0.33681754E-01
   12.849999      0.15156949      0.15619348      0.34521860E-02   2.3608341       0.0000000       0.0000000      -13.657259     -0.33634659E-01
   12.860000      0.15147771      0.15608256      0.34399524E-02   2.3608367       0.0000000       0.0000000      -13.652924     -0.33587564E-01
   12.870000      0.15138605      0.15598655      0.34277621E-02   2.3608403       0.0000000       0.0000000      -13.648591     -0.33540964E-01
   12.880000      0.15129448      0.15587592      0.34156151E-02   2.3608425       0.0000000       0.0000000      -13.644260     -0.33494357E-01
   12.889999      0.15120305      0.15578015      0.34035123E-02   2.3608458       0.0000000       0.0000000      -13.639936     -0.33447690E-01
   12.900000      0.15111171      0.15566978      0.33914526E-02   2.3608477       0.0000000       0.0000000      -13.635612     -0.33401020E-01
   12.910000      0.15102047      0.15557423      0.33794343E-02   2.3608508       0.0000000       0.0000000      -13.631293     -0.33356663E-01
   12.920000      0.15092929      0.15547881      0.33674585E-02   2.3608522       0.0000000       0.0000000      -13.626973     -0.33312306E-01
   12.929999      0.15083829      0.15538351      0.33555264E-02   2.3608549       0.0000000       0.0000000      -13.622661     -0.33266898E-01
   12.940000      0.15074733      0.15527363      0.33436371E-02   2.3608561       0.0000000       0.0000000      -13.618349     -0.33221498E-01
   12.950000      0.15065651      0.15517858      0.33317879E-02   2.3608587       0.0000000       0.0000000      -13.614049     -0.33174500E-01
   12.960000      0.15056576      0.15508360      0.33199810E-02   2.3608596       0.0000000       0.0000000      -13.609745     -0.33127509E-01
   12.969999      0.15047511      0.15498872      0.33082173E-02   2.3608620       0.0000000       0.0000000      -13.605450     -0.33082623E-01
   12.980000      0.15038458      0.15490858      0.32964936E-02   2.3608627       0.0000000       0.0000000      -13.601150     -0.33037737E-01
   12.990000      0.15029415      0.15477014      0.32848131E-02   2.3608644       0.0000000       0.0000000      -13.596861     -0.32991149E-01
   13.000000      0.15020381      0.15467562      0.32731728E-02   2.3608649       0.0000000       0.0000000      -13.592572     -0.32944556E-01
   13.009999      0.15011358      0.15458122      0.32615748E-02   2.3608665       0.0000000       0.0000000      -13.588288     -0.32899018E-01
   13.020000      0.15002346      0.15447235      0.32500166E-02   2.3608665       0.0000000       0.0000000      -13.584003     -0.32853473E-01
   13.030000      0.14993343      0.15437819      0.32384994E-02   2.3608680       0.0000000       0.0000000      -13.579722     -0.32809507E-01
   13.040000      0.14984348      0.15428412      0.32270243E-02   2.3608677       0.0000000       0.0000000      -13.575442     -0.32765541E-01
   13.049999      0.14975367      0.15417565      0.32155903E-02   2.3608687       0.0000000       0.0000000      -13.571173     -0.32719355E-01
   13.059999      0.14966394      0.15409634      0.32041951E-02   2.3608685       0.0000000       0.0000000      -13.566905     -0.32673176E-01
   13.070000      0.14957432      0.15397361      0.31928399E-02   2.3608689       0.0000000       0.0000000      -13.562640     -0.32628361E-01
   13.080000      0.14948478      0.15388000      0.31815271E-02   2.3608682       0.0000000       0.0000000      -13.558375     -0.32583535E-01
   13.090000      0.14939536      0.15380099      0.31702523E-02   2.3608687       0.0000000       0.0000000      -13.554114     -0.32538917E-01
   13.099999      0.14930604      0.15369314      0.31590194E-02   2.3608677       0.0000000       0.0000000      -13.549857     -0.32494295E-01
   13.110000      0.14921682      0.15358540      0.31478242E-02   2.3608680       0.0000000       0.0000000      -13.545609     -0.32449003E-01
   13.120000      0.14912768      0.15349223      0.31366693E-02   2.3608665       0.0000000       0.0000000      -13.541355     -0.32403715E-01
   13.130000      0.14903864      0.15338476      0.31255551E-02   2.3608665       0.0000000       0.0000000      -13.537110     -0.32360267E-01
   13.139999      0.14894971      0.15330626      0.31144805E-02   2.3608651       0.0000000       0.0000000      -13.532866     -0.32316819E-01
   13.150000      0.14886090      0.15319900      0.31034437E-02   2.3608646       0.0000000       0.0000000      -13.528628     -0.32273047E-01
   13.160000      0.14877215      0.15309189      0.30924459E-02   2.3608627       0.0000000       0.0000000      -13.524386     -0.32229278E-01
   13.170000      0.14868350      0.15301368      0.30814868E-02   2.3608623       0.0000000       0.0000000      -13.520153     -0.32177091E-01
   13.179999      0.14859496      0.15290679      0.30705682E-02   2.3608603       0.0000000       0.0000000      -13.515924     -0.32124892E-01
   13.190000      0.14850652      0.15280004      0.30596883E-02   2.3608599       0.0000000       0.0000000      -13.511698     -0.32080915E-01
   13.200000      0.14841817      0.15270776      0.30488456E-02   2.3608580       0.0000000       0.0000000      -13.507473     -0.32036938E-01
   13.210000      0.14832994      0.15261561      0.30380411E-02   2.3608572       0.0000000       0.0000000      -13.503251     -0.31993434E-01
   13.219999      0.14824179      0.15252353      0.30272764E-02   2.3608551       0.0000000       0.0000000      -13.499034     -0.31949922E-01
   13.230000      0.14815374      0.15243158      0.30165501E-02   2.3608541       0.0000000       0.0000000      -13.494823     -0.31906299E-01
   13.240000      0.14806578      0.15232542      0.30058601E-02   2.3608515       0.0000000       0.0000000      -13.490610     -0.31862680E-01
   13.250000      0.14797792      0.15223370      0.29952079E-02   2.3608501       0.0000000       0.0000000      -13.486404     -0.31819005E-01
   13.259999      0.14789017      0.15215632      0.29845953E-02   2.3608475       0.0000000       0.0000000      -13.482195     -0.31775326E-01
   13.270000      0.14780250      0.15203628      0.29740185E-02   2.3608460       0.0000000       0.0000000      -13.477992     -0.31732772E-01
   13.280000      0.14771491      0.15194485      0.29634805E-02   2.3608432       0.0000000       0.0000000      -13.473795     -0.31690214E-01
   13.290000      0.14762744      0.15183930      0.29529789E-02   2.3608413       0.0000000       0.0000000      -13.469604     -0.31646468E-01
   13.299999      0.14754008      0.15174811      0.29425155E-02   2.3608382       0.0000000       0.0000000      -13.465410     -0.31602718E-01
   13.309999      0.14745279      0.15165700      0.29320880E-02   2.3608358       0.0000000       0.0000000      -13.461221     -0.31560395E-01
   13.320000      0.14736558      0.15156600      0.29216975E-02   2.3608322       0.0000000       0.0000000      -13.457034     -0.31518072E-01
   13.330000      0.14727849      0.15146092      0.29113449E-02   2.3608298       0.0000000       0.0000000      -13.452851     -0.31476002E-01
   13.340000      0.14719149      0.15135598      0.29010279E-02   2.3608260       0.0000000       0.0000000      -13.448670     -0.31433929E-01
   13.349999      0.14710459      0.15126532      0.28907489E-02   2.3608234       0.0000000       0.0000000      -13.444495     -0.31391934E-01
   13.360000      0.14701779      0.15117477      0.28805046E-02   2.3608196       0.0000000       0.0000000      -13.440321     -0.31349946E-01
   13.370000      0.14693107      0.15108430      0.28702980E-02   2.3608165       0.0000000       0.0000000      -13.436151     -0.31306997E-01
   13.380000      0.14684443      0.15097982      0.28601263E-02   2.3608122       0.0000000       0.0000000      -13.431984     -0.31264052E-01
   13.389999      0.14675793      0.15088959      0.28499924E-02   2.3608088       0.0000000       0.0000000      -13.427822     -0.31222256E-01
   13.400000      0.14667149      0.15079944      0.28398926E-02   2.3608046       0.0000000       0.0000000      -13.423659     -0.31180462E-01
   13.410000      0.14658515      0.15069532      0.28298288E-02   2.3608010       0.0000000       0.0000000      -13.419500     -0.31138666E-01
   13.420000      0.14649890      0.15060538      0.28198019E-02   2.3607962       0.0000000       0.0000000      -13.415346     -0.31096868E-01
   13.429999      0.14641275      0.15051554      0.28098105E-02   2.3607924       0.0000000       0.0000000      -13.411195     -0.31055003E-01
   13.440000      0.14632669      0.15041175      0.27998532E-02   2.3607876       0.0000000       0.0000000      -13.407049     -0.31013133E-01
   13.450000      0.14624073      0.15032214      0.27899311E-02   2.3607836       0.0000000       0.0000000      -13.402901     -0.30972365E-01
   13.460000      0.14615485      0.15021861      0.27800445E-02   2.3607781       0.0000000       0.0000000      -13.398759     -0.30931594E-01
   13.469999      0.14606909      0.15014322      0.27701939E-02   2.3607740       0.0000000       0.0000000      -13.394620     -0.30889066E-01
   13.480000      0.14598338      0.15003988      0.27603782E-02   2.3607683       0.0000000       0.0000000      -13.390485     -0.30846536E-01
   13.490000      0.14589779      0.14995067      0.27505963E-02   2.3607638       0.0000000       0.0000000      -13.386354     -0.30805195E-01
   13.500000      0.14581229      0.14984758      0.27408486E-02   2.3607581       0.0000000       0.0000000      -13.382223     -0.30763859E-01
   13.509999      0.14572689      0.14975859      0.27311372E-02   2.3607533       0.0000000       0.0000000      -13.378100     -0.30722061E-01
   13.520000      0.14564158      0.14966968      0.27214598E-02   2.3607473       0.0000000       0.0000000      -13.373978     -0.30680265E-01
   13.530000      0.14555635      0.14958088      0.27118155E-02   2.3607423       0.0000000       0.0000000      -13.369853     -0.30639596E-01
   13.540000      0.14547122      0.14947826      0.27022057E-02   2.3607364       0.0000000       0.0000000      -13.365739     -0.30598922E-01
   13.549999      0.14538619      0.14938965      0.26926312E-02   2.3607311       0.0000000       0.0000000      -13.361623     -0.30558573E-01
   13.559999      0.14530124      0.14928728      0.26830889E-02   2.3607244       0.0000000       0.0000000      -13.357508     -0.30518230E-01
   13.570000      0.14521639      0.14919889      0.26735819E-02   2.3607190       0.0000000       0.0000000      -13.353400     -0.30477203E-01
   13.580000      0.14513162      0.14909673      0.26641074E-02   2.3607123       0.0000000       0.0000000      -13.349294     -0.30436182E-01
   13.590000      0.14504693      0.14900854      0.26546665E-02   2.3607066       0.0000000       0.0000000      -13.345194     -0.30395076E-01
   13.599999      0.14496234      0.14892045      0.26452602E-02   2.3606994       0.0000000       0.0000000      -13.341095     -0.30353969E-01
   13.610000      0.14487787      0.14883249      0.26358860E-02   2.3606937       0.0000000       0.0000000      -13.336995     -0.30314282E-01
   13.620000      0.14479347      0.14874460      0.26265467E-02   2.3606865       0.0000000       0.0000000      -13.332904     -0.30274598E-01
   13.630000      0.14470915      0.14864299      0.26172386E-02   2.3606803       0.0000000       0.0000000      -13.328812     -0.30233486E-01
   13.639999      0.14462495      0.14855532      0.26079649E-02   2.3606730       0.0000000       0.0000000      -13.324729     -0.30192373E-01
   13.650000      0.14454082      0.14849530      0.25987229E-02   2.3606663       0.0000000       0.0000000      -13.320645     -0.30152461E-01
   13.660000      0.14445677      0.14833890      0.25895149E-02   2.3606586       0.0000000       0.0000000      -13.316562     -0.30112537E-01
   13.670000      0.14437285      0.14827909      0.25803384E-02   2.3606522       0.0000000       0.0000000      -13.312486     -0.30072553E-01
   13.679999      0.14428897      0.14819179      0.25711956E-02   2.3606443       0.0000000       0.0000000      -13.308410     -0.30032568E-01
   13.690000      0.14420520      0.14810459      0.25620838E-02   2.3606374       0.0000000       0.0000000      -13.304334     -0.29992480E-01
   13.700000      0.14412151      0.14799003      0.25530043E-02   2.3606293       0.0000000       0.0000000      -13.300266     -0.29952398E-01
   13.710000      0.14403792      0.14790305      0.25439584E-02   2.3606224       0.0000000       0.0000000      -13.296198     -0.29913079E-01
   13.719999      0.14395443      0.14781620      0.25349443E-02   2.3606141       0.0000000       0.0000000      -13.292138     -0.29873762E-01
   13.730000      0.14387102      0.14772941      0.25259610E-02   2.3606067       0.0000000       0.0000000      -13.288079     -0.29833991E-01
   13.740000      0.14378770      0.14764272      0.25170099E-02   2.3605981       0.0000000       0.0000000      -13.284019     -0.29794222E-01
   13.750000      0.14370446      0.14754243      0.25080901E-02   2.3605907       0.0000000       0.0000000      -13.279967     -0.29755747E-01
   13.759999      0.14362133      0.14745598      0.24992032E-02   2.3605819       0.0000000       0.0000000      -13.275915     -0.29717272E-01
   13.770000      0.14353827      0.14736958      0.24903477E-02   2.3605740       0.0000000       0.0000000      -13.271867     -0.29677650E-01
   13.780000      0.14345528      0.14726961      0.24815227E-02   2.3605649       0.0000000       0.0000000      -13.267818     -0.29638018E-01
   13.790000      0.14337240      0.14718343      0.24727287E-02   2.3605568       0.0000000       0.0000000      -13.263783     -0.29598709E-01
   13.799999      0.14328961      0.14709732      0.24639671E-02   2.3605475       0.0000000       0.0000000      -13.259739     -0.29559404E-01
   13.809999      0.14320691      0.14699772      0.24552366E-02   2.3605394       0.0000000       0.0000000      -13.255703     -0.29521137E-01
   13.820000      0.14312427      0.14691179      0.24465357E-02   2.3605301       0.0000000       0.0000000      -13.251666     -0.29482875E-01
   13.830000      0.14304174      0.14681238      0.24378658E-02   2.3605216       0.0000000       0.0000000      -13.247638     -0.29443644E-01
   13.840000      0.14295928      0.14672667      0.24292266E-02   2.3605118       0.0000000       0.0000000      -13.243609     -0.29404415E-01
   13.849999      0.14287694      0.14664106      0.24206194E-02   2.3605030       0.0000000       0.0000000      -13.239590     -0.29365668E-01
   13.860000      0.14279467      0.14655554      0.24120423E-02   2.3604932       0.0000000       0.0000000      -13.235570     -0.29326921E-01
   13.870000      0.14271247      0.14645658      0.24034947E-02   2.3604844       0.0000000       0.0000000      -13.231549     -0.29289696E-01
   13.880000      0.14263038      0.14638478      0.23949773E-02   2.3604741       0.0000000       0.0000000      -13.227529     -0.29252477E-01
   13.889999      0.14254838      0.14629956      0.23864913E-02   2.3604648       0.0000000       0.0000000      -13.223520     -0.29212782E-01
   13.900000      0.14246644      0.14618737      0.23780339E-02   2.3604546       0.0000000       0.0000000      -13.219512     -0.29173087E-01
   13.910000      0.14238460      0.14611582      0.23696080E-02   2.3604453       0.0000000       0.0000000      -13.215504     -0.29135548E-01
   13.920000      0.14230284      0.14601737      0.23612108E-02   2.3604345       0.0000000       0.0000000      -13.211494     -0.29098008E-01
   13.929999      0.14222118      0.14591907      0.23528442E-02   2.3604250       0.0000000       0.0000000      -13.207499     -0.29059514E-01
   13.940000      0.14213960      0.14583430      0.23445063E-02   2.3604143       0.0000000       0.0000000      -13.203499     -0.29021019E-01
   13.950000      0.14205810      0.14574966      0.23361989E-02   2.3604045       0.0000000       0.0000000      -13.199506     -0.28983075E-01
   13.960000      0.14197667      0.14566506      0.23279202E-02   2.3603933       0.0000000       0.0000000      -13.195509     -0.28945135E-01
