#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   2.0899999      0.48653495      0.54799008      0.15737544       2.0958631       0.0000000       0.0000000      -22.650665      -1.0732651    
   2.0999999      0.48510638      0.54632777      0.15681778       2.0955014       0.0000000       0.0000000      -22.629644      -1.0611459    
   2.1099999      0.48369172      0.54483855      0.15626208       2.0952086       0.0000000       0.0000000      -22.608837      -1.0494255    
   2.1199999      0.48228633      0.54320288      0.15570837       2.0948656       0.0000000       0.0000000      -22.588034      -1.0377052    
   2.1299999      0.48089451      0.54173785      0.15515660       2.0945899       0.0000000       0.0000000      -22.567438      -1.0263861    
   2.1399999      0.47951171      0.54012805      0.15460680       2.0942647       0.0000000       0.0000000      -22.546843      -1.0150670    
   2.1499999      0.47814196      0.53868639      0.15405895       2.0940053       0.0000000       0.0000000      -22.526447      -1.0040354    
   2.1599998      0.47678107      0.53725404      0.15351303       2.0936978       0.0000000       0.0000000      -22.506048     -0.99300379    
   2.1699998      0.47543284      0.53568292      0.15296906       2.0934556       0.0000000       0.0000000      -22.485853     -0.98218364    
   2.1800001      0.47409308      0.53412265      0.15242699       2.0931664       0.0000000       0.0000000      -22.465658     -0.97136348    
   2.1900001      0.47276601      0.53287542      0.15188685       2.0929418       0.0000000       0.0000000      -22.445660     -0.96089095    
   2.2000000      0.47144720      0.53133821      0.15134864       2.0926709       0.0000000       0.0000000      -22.425653     -0.95041835    
   2.2100000      0.47014061      0.52996242      0.15081233       2.0924633       0.0000000       0.0000000      -22.405848     -0.94027996    
   2.2200000      0.46884230      0.52830225      0.15027793       2.0922105       0.0000000       0.0000000      -22.386030     -0.93014157    
   2.2300000      0.46755582      0.52709424      0.14974540       2.0920198       0.0000000       0.0000000      -22.366411     -0.92018127    
   2.2400000      0.46627733      0.52560341      0.14921477       2.0917850       0.0000000       0.0000000      -22.346783     -0.91022104    
   2.2500000      0.46501049      0.52426964      0.14868604       2.0916119       0.0000000       0.0000000      -22.327339     -0.90055555    
   2.2600000      0.46375147      0.52280116      0.14815915       2.0913959       0.0000000       0.0000000      -22.307896     -0.89089000    
