8.9 0.104595 0.144229 0.262843 0.381229
9 0.102667 0.141692 0.26007 0.376884
9.1 0.100774 0.139199 0.257352 0.372623
9.2 0.0989204 0.13675 0.254686 0.368463
9.3 0.0970984 0.134344 0.252072 0.364374
9.4 0.0953123 0.131981 0.249508 0.360373
9.5 0.0935613 0.129659 0.246992 0.356457
9.6 0.0918451 0.127378 0.244523 0.352624
9.7 0.0901597 0.125137 0.2421 0.348861
9.8 0.0885061 0.122935 0.239722 0.345171
9.9 0.0868836 0.120773 0.237387 0.341551
10 0.0852941 0.118648 0.235094 0.33801
10.1 0.0837344 0.116561 0.232842 0.334537
10.2 0.0822026 0.11451 0.230631 0.331123
10.3 0.0807008 0.112495 0.228459 0.327778
10.4 0.0792286 0.110516 0.226324 0.324501
10.5 0.0777826 0.108572 0.224227 0.321279
10.6 0.0763651 0.106662 0.222166 0.318122
10.7 0.0749737 0.104786 0.220141 0.31502
10.8 0.0736084 0.102942 0.218149 0.311974
10.9 0.0722701 0.101131 0.216192 0.308989
11 0.0709572 0.0993519 0.214267 0.30606
11.1 0.0696663 0.097604 0.212374 0.303171
11.2 0.0684014 0.0958869 0.210513 0.300341
11.3 0.0671613 0.0942 0.208682 0.297566
11.4 0.0659445 0.0925427 0.206881 0.29484
11.5 0.0647489 0.0909147 0.205109 0.292154
11.6 0.063576 0.0893152 0.203365 0.289517
11.7 0.0624252 0.0877439 0.201649 0.286925
11.8 0.0612961 0.0862003 0.19996 0.284379
11.9 0.060188 0.0846838 0.198298 0.281876
12 0.0591 0.083194 0.196662 0.279412
12.1 0.0580333 0.0817304 0.195051 0.276994
12.2 0.0569857 0.0802925 0.193464 0.274614
12.3 0.0559575 0.07888 0.191902 0.272272
12.4 0.0549483 0.0774923 0.190364 0.269967
12.5 0.053957 0.076129 0.188849 0.267697
12.6 0.0529859 0.0747896 0.187357 0.265472
12.7 0.0520323 0.0734739 0.185887 0.26328
12.8 0.0510955 0.0721813 0.184438 0.261119
12.9 0.0501759 0.0709114 0.183011 0.258992
13 0.0492727 0.0696639 0.181604 0.256894
13.1 0.0483874 0.0684383 0.180218 0.254836
13.2 0.047524 0.0672343 0.178852 0.25284
13.3 0.0466696 0.0660515 0.177506 0.250839
13.4 0.0458316 0.0648895 0.176179 0.248871
13.5 0.0450086 0.0637479 0.17487 0.246931
13.6 0.0442009 0.0626264 0.17358 0.245022
13.7 0.0434082 0.0615246 0.172308 0.243141
13.8 0.0426294 0.0604422 0.171053 0.241285
13.9 0.0418649 0.0593789 0.169816 0.239457
14 0.0411145 0.0583343 0.168596 0.237656
14.1 0.0403775 0.057308 0.167392 0.235879
14.2 0.0396543 0.0562998 0.166204 0.23413
14.3 0.038944 0.0553093 0.165033 0.232403
14.4 0.0382463 0.0543363 0.163877 0.230699
14.5 0.0375619 0.0533804 0.162736 0.229023
14.6 0.03689 0.0524413 0.16161 0.22737
14.7 0.0362293 0.0515187 0.160499 0.225734
14.8 0.0355809 0.0506123 0.159402 0.224123
14.9 0.0349441 0.049722 0.15832 0.222532
15 0.0343197 0.0488472 0.157251 0.220967
15.1 0.033706 0.0479879 0.156196 0.219421
15.2 0.033103 0.0471436 0.155155 0.217892
15.3 0.032511 0.0463142 0.154126 0.216383
15.4 0.0319295 0.0454995 0.153111 0.214893
15.5 0.0313588 0.044699 0.152108 0.213424
15.6 0.0307986 0.0439126 0.151117 0.211976
15.7 0.0302481 0.0431401 0.150139 0.210543
15.8 0.0297072 0.0423811 0.149173 0.209126
15.9 0.0291761 0.0416355 0.148218 0.207728
16 0.0286549 0.0409031 0.147275 0.206349
16.1 0.0281428 0.0401835 0.146343 0.204985
16.2 0.0276403 0.0394765 0.145422 0.203641
16.3 0.0271463 0.038782 0.144513 0.20231
16.4 0.0266608 0.0380997 0.143614 0.200991
16.5 0.0261849 0.0374295 0.142725 0.199695
16.6 0.0257171 0.036771 0.141847 0.198411
16.7 0.0252575 0.0361241 0.140979 0.197141
16.8 0.0248061 0.0354886 0.140121 0.195885
16.9 0.0243631 0.0348642 0.139273 0.194647
17 0.0239276 0.0342509 0.138434 0.19342
17.1 0.0235001 0.0336483 0.137605 0.192208
17.2 0.0230803 0.0330563 0.136785 0.19101
17.3 0.0226679 0.0324748 0.135975 0.189824
17.4 0.0222628 0.0319035 0.135173 0.188653
17.5 0.021865 0.0313422 0.13438 0.187494
17.6 0.0214743 0.0307908 0.133596 0.186347
17.7 0.0210906 0.0302491 0.132821 0.185213
17.8 0.0207136 0.029717 0.132054 0.184091
17.9 0.0203432 0.0291942 0.131295 0.182979
18 0.0199796 0.0286806 0.130544 0.181881
18.1 0.0196225 0.028176 0.129802 0.180795
18.2 0.0192718 0.0276803 0.129067 0.179721
18.3 0.0189271 0.0271933 0.12834 0.178655
18.4 0.0185888 0.0267149 0.127621 0.177602
18.5 0.0182563 0.0262449 0.126909 0.176559
18.6 0.0179299 0.0257832 0.126205 0.175527
18.7 0.0176093 0.0253296 0.125507 0.174507
18.8 0.0172942 0.024884 0.124817 0.173495
18.9 0.016985 0.0244462 0.124134 0.172495
19 0.0166811 0.0240161 0.123458 0.171503
19.1 0.0163826 0.0235936 0.122789 0.170521
19.2 0.0160894 0.0231786 0.122127 0.169549
19.3 0.0158017 0.0227708 0.121471 0.168588
19.4 0.0155187 0.0223702 0.120821 0.167633
19.5 0.015241 0.0219766 0.120178 0.16669
19.6 0.0149682 0.02159 0.119542 0.165755
19.7 0.0147002 0.0212102 0.118911 0.164828
19.8 0.0144371 0.020837 0.118287 0.163912
19.9 0.0141786 0.0204705 0.117669 0.163003
20 0.0139246 0.0201103 0.117057 0.162103
20.1 0.0136752 0.0197565 0.11645 0.161211
20.2 0.0134303 0.019409 0.11585 0.160327
20.3 0.0131899 0.0190675 0.115255 0.159454
20.4 0.0129537 0.0187321 0.114665 0.158588
20.5 0.0127218 0.0184025 0.114081 0.15773
20.6 0.0124939 0.0180788 0.113503 0.156879
20.7 0.01227 0.0177607 0.11293 0.156036
20.8 0.0120506 0.0174483 0.112362 0.155206
20.9 0.0118354 0.0171413 0.1118 0.154387
21 0.0116239 0.0168397 0.111243 0.153574
21.1 0.0114163 0.0165435 0.11069 0.15277
21.2 0.0112122 0.0162524 0.110143 0.151971
21.3 0.0110118 0.0159665 0.109601 0.151179
21.4 0.0108149 0.0156856 0.109064 0.150395
21.5 0.0106216 0.0154097 0.108532 0.149618
21.6 0.0104317 0.0151386 0.108004 0.148847
21.7 0.0102452 0.0148722 0.107481 0.148083
21.8 0.0100619 0.0146106 0.106963 0.147325
21.9 0.00988189 0.0143536 0.10645 0.146573
22 0.00970516 0.014101 0.10594 0.145829
22.1 0.00953151 0.013853 0.105436 0.14509
22.2 0.00936099 0.0136093 0.104936 0.144358
22.3 0.00919342 0.0133698 0.10444 0.14363
22.4 0.00902886 0.0131346 0.103948 0.14291
22.5 0.0088672 0.0129035 0.103461 0.142194
22.6 0.00870852 0.0126765 0.102977 0.141486
22.7001 0.00855257 0.0124535 0.102498 0.140783
22.8001 0.00839944 0.0122344 0.102023 0.140086
22.9001 0.008249 0.0120192 0.101552 0.139394
23.0001 0.0081012 0.0118078 0.101085 0.138707
23.1001 0.0079561 0.0116 0.100621 0.138026
23.2001 0.00781358 0.0113959 0.100162 0.137351
23.3001 0.00767358 0.0111955 0.0997062 0.136681
23.4001 0.00753605 0.0109985 0.0992543 0.136016
23.5001 0.00740099 0.010805 0.0988061 0.135356
23.6001 0.00726831 0.0106149 0.0983615 0.134701
23.7001 0.007138 0.0104282 0.0979206 0.134052
23.8001 0.00701005 0.0102447 0.0974832 0.133408
23.9001 0.00688436 0.0100645 0.0970493 0.132768
24.0001 0.00676089 0.00988742 0.0966189 0.132133
24.1001 0.0066396 0.00971348 0.0961919 0.131503
24.2001 0.00652049 0.00954259 0.0957683 0.130878
24.3001 0.00640352 0.00937471 0.095348 0.130258
24.4001 0.00628865 0.00920978 0.0949311 0.129642
24.5001 0.00617582 0.00904776 0.0945174 0.129031
24.6001 0.00606499 0.00888858 0.0941069 0.128425
24.7001 0.00595612 0.00873221 0.0936996 0.127822
24.8001 0.00584919 0.00857859 0.0932954 0.127224
24.9001 0.00574419 0.00842767 0.0928944 0.126631
25.0001 0.00564107 0.0082794 0.0924964 0.126043
25.1001 0.00553979 0.00813375 0.0921014 0.125458
25.2001 0.0054403 0.00799065 0.0917095 0.124878
25.3001 0.00534259 0.00785008 0.0913205 0.124301
25.4001 0.00524661 0.00771197 0.0909344 0.123729
25.5001 0.00515237 0.0075763 0.0905512 0.123161
25.6001 0.00505982 0.00744301 0.0901709 0.122598
25.7001 0.00496891 0.00731207 0.0897934 0.122038
25.8001 0.00487963 0.00718343 0.0894187 0.121482
25.9001 0.00479193 0.00705705 0.0890468 0.12093
26.0001 0.00470579 0.0069329 0.0886776 0.120382
26.1001 0.00462121 0.00681093 0.088311 0.119838
26.2001 0.00453816 0.00669111 0.0879472 0.119298
26.3001 0.00445658 0.0065734 0.087586 0.118762
26.4001 0.00437647 0.00645775 0.0872274 0.118229
26.5001 0.00429778 0.00634414 0.0868713 0.1177
26.6001 0.00422051 0.00623253 0.0865179 0.117175
26.7001 0.00414462 0.00612288 0.0861669 0.116654
26.8001 0.00407011 0.00601517 0.0858184 0.116137
26.9001 0.00399694 0.00590934 0.0854725 0.115623
27.0001 0.00392509 0.00580538 0.0851289 0.115113
27.1001 0.00385452 0.00570325 0.0847878 0.114607
27.2001 0.00378522 0.00560292 0.0844491 0.114104
27.3001 0.00371718 0.00550435 0.0841127 0.113606
27.4001 0.00365038 0.00540751 0.0837787 0.113111
27.5001 0.00358478 0.00531238 0.083447 0.11262
27.6001 0.00352036 0.00521892 0.0831176 0.112132
27.7001 0.0034571 0.0051271 0.0827905 0.111648
27.8001 0.00339497 0.0050369 0.0824656 0.111167
27.9001 0.00333395 0.00494829 0.082143 0.110689
28.0001 0.00327403 0.00486124 0.0818226 0.110215
28.1001 0.00321518 0.00477571 0.0815043 0.109743
28.2001 0.00315737 0.0046917 0.0811882 0.109274
28.3001 0.00310058 0.00460916 0.0808743 0.108808
28.4001 0.00304477 0.00452807 0.0805624 0.108344
28.5001 0.00298994 0.00444841 0.0802526 0.107881
28.6001 0.00293606 0.00437015 0.0799449 0.107421
28.7001 0.00288312 0.00429327 0.0796392 0.106963
28.8001 0.00283108 0.00421774 0.0793355 0.106505
28.9001 0.00277993 0.00414354 0.0790337 0.106049
29.0001 0.00272966 0.00407064 0.078734 0.105594
29.1001 0.00268025 0.00399903 0.0784361 0.10514
29.2001 0.0026317 0.00392867 0.0781401 0.104687
29.3001 0.00258399 0.00385956 0.077846 0.104236
29.4001 0.00253711 0.00379166 0.0775537 0.103787
29.5001 0.00249106 0.00372495 0.0772632 0.10334
29.6001 0.00244583 0.00365942 0.0769746 0.102894
29.7001 0.00240141 0.00359504 0.0766877 0.102451
29.8001 0.00235779 0.00353179 0.0764026 0.102011
29.9001 0.00231499 0.00346966 0.0761192 0.101575
