   0.0000000       38.763199       0.0000000       77.526398      -826695.38      -35.931488      -81.260551    
  0.99999998E-02   32.465458       35779.094       55.551701       334908.94      -35.791298      -76.026619    
  0.29999999E-01   26.167717      -12871.168       44.653366      -95613.117      -35.370728      -60.324829    
  0.49999997E-01   19.768686       14186.225       33.528099       44139.555      -34.970207      -48.269421    
  0.70000000E-01   16.323717       437.21167       27.501421      -4466.2334      -34.588421      -43.063038    
  0.89999996E-01   14.078557       2062.0474       23.560013       5004.3911      -34.223629      -39.543102    
  0.11000000       12.462023       743.99695       20.717518       932.38489      -33.874500      -36.690544    
  0.13000000       11.224474       646.73840       18.539799       1237.6924      -33.539951      -34.242287    
  0.14999999       10.236716       415.91812       16.801485       707.92957      -33.219044      -32.081161    
  0.17000000       9.4242420       318.84949       15.372497       570.48364      -32.910938      -30.135347    
  0.19000000       8.7405748       240.78156       14.171336       427.54147      -32.614861      -28.366192    
  0.20999999       8.1550684       190.43573       13.145016       341.95135      -32.330097      -26.723984    
  0.22999999       7.6465707       152.60689       12.256291       268.59546      -32.056007      -25.193441    
  0.25000000       7.1997771       124.70386       11.476744       221.32535      -31.791986      -23.794744    
  0.26999998       6.8033152       103.54282       10.786373       183.74373      -31.537464      -22.509453    
  0.28999999       6.4485755       86.967468       10.170071       154.73656      -31.291946      -21.322044    
  0.31000000       6.1288762       74.192703       9.6162567       134.63730      -31.054953      -20.216974    
  0.32999998       5.8390284       64.026772       9.1163626       115.49973      -30.826035      -19.174698    
  0.34999999       5.5748997       55.493801       8.6627502       97.601486      -30.604784      -18.195274    
  0.37000000       5.3330655       48.415653       8.2485418       85.152748      -30.390802      -17.286322    
  0.38999999       5.1106777       42.534065       7.8685112       74.445137      -30.183741      -16.443611    
  0.41000000       4.9053645       37.571793       7.5184193       66.155876      -29.983246      -15.661180    
  0.42999998       4.7151461       33.595581       7.1951413       63.133469      -29.789021      -14.927747    
  0.44999999       4.5384045       30.202953       6.8967338       54.373436      -29.600763      -14.226406    
  0.47000000       4.3737650       27.124420       6.6201315       46.451923      -29.418198      -13.563315    
  0.48999998       4.2200007       24.424185       6.3623972       42.832439      -29.241043      -12.945123    
  0.50999999       4.0760312       22.102844       6.1216660       37.270000      -29.069077      -12.367299    
  0.52999997       3.9409218       20.062984       5.8961091       35.698284      -28.902050      -11.828491    
  0.55000001       3.8138580       18.336124       5.6848469       34.365562      -28.739756      -11.319059    
  0.56999999       3.6941483       16.897196       5.4871449       30.234604      -28.581995      -10.831432    
  0.58999997       3.5812016       15.520059       5.3015547       26.371431      -28.428556      -10.368532    
  0.61000001       3.4744687       14.235938       5.1266880       25.141474      -28.279272      -9.9328671    
  0.63000000       3.3734412       13.111769       4.9617143       21.448975      -28.133957      -9.5217113    
  0.64999998       3.2776613       12.030953       4.8054533       19.754276      -27.992451      -9.1368113    
  0.66999996       3.1867111       11.209311       4.6573668       22.150463      -27.854595      -8.7743158    
  0.69000000       3.1002543       10.537756       4.5178428       20.088713      -27.720251      -8.4238300    
  0.70999998       3.0180068       9.7751141       4.3861527       14.997833      -27.589279      -8.0867615    
  0.72999996       2.9396734       9.0736122       4.2608485       15.707099      -27.461536      -7.7702084    
  0.75000000       2.8649752       8.4613657       4.1415682       12.537423      -27.336901      -7.4716630    
  0.76999998       2.7936614       7.8428850       4.0274987       12.301165      -27.215258      -7.1928873    
  0.78999996       2.7254941       7.3668661       3.9186583       16.692934      -27.096489      -6.9290733    
  0.81000000       2.6602817       7.0134559       3.8159409       12.777758      -26.980495      -6.6698899    
  0.82999998       2.5978689       6.5726695       3.7183881       9.6607552      -26.867165      -6.4203591    
  0.84999996       2.5380869       6.1565638       3.6249712       10.617131      -26.756403      -6.1852393    
  0.87000000       2.4807711       5.7966604       3.5356450       9.2364836      -26.648111      -5.9618902    
  0.88999999       2.4257717       5.4013968       3.4499271       6.5562963      -26.542204      -5.7511082    
  0.90999997       2.3729396       5.1061583       3.3672907       10.761921      -26.438602      -5.5538797    
  0.93000001       2.3221555       4.8965511       3.2886724       10.670515      -26.337223      -5.3618507    
  0.94999999       2.2733271       4.6415482       3.2140512       6.5088620      -26.237988      -5.1739221    
  0.96999997       2.2263548       4.3786840       3.1423764       7.4898009      -26.140820      -4.9954400    
  0.98999995       2.1811361       4.1472721       3.0735254       5.8894196      -26.045652      -4.8255067    
   1.0100000       2.1375732       3.8714743       3.0070670       4.8434677      -25.952404      -4.6652069    
   1.0300000       2.0955646       3.6786478       2.9427812       7.3243885      -25.861034      -4.5142102    
   1.0500000       2.0550327       3.5654244       2.8812950       7.8517509      -25.771467      -4.3676162    
   1.0699999       2.0159233       3.3957527       2.8227568       5.4893389      -25.683641      -4.2238851    
   1.0900000       1.9781721       3.2289817       2.7665324       4.9036956      -25.597511      -4.0857930    
   1.1100000       1.9417120       3.0522547       2.7122285       3.6977327      -25.513014      -3.9545524    
   1.1300000       1.9064730       2.8779631       2.6594663       3.4296157      -25.430096      -3.8311572    
   1.1500000       1.8723876       2.7397339       2.6082699       6.0728960      -25.348709      -3.7144349    
   1.1700000       1.8394027       2.6694684       2.5593383       6.2499042      -25.268812      -3.5999939    
   1.1899999       1.8074832       2.5647960       2.5127246       3.6961708      -25.190348      -3.4872007    
   1.2099999       1.7765880       2.4350905       2.4677188       3.0838580      -25.113287      -3.3791575    
   1.2300000       1.7466666       2.3048053       2.4239540       2.5868282      -25.037579      -3.2769785    
   1.2500000       1.7176683       2.1903296       2.3812740       2.8369291      -24.963175      -3.1806881    
   1.2700000       1.6895484       2.1089358       2.3398852       5.4346714      -24.890045      -3.0886581    
   1.2900000       1.6622736       2.0518479       2.3004332       4.4745250      -24.818153      -2.9974682    
   1.3099999       1.6358180       1.9699895       2.2626669       1.9551542      -24.747454      -2.9080400    
   1.3299999       1.6101494       1.8735361       2.2258911       2.5607347      -24.677925      -2.8231514    
   1.3500000       1.5852308       1.7890338       2.1900837       2.3319385      -24.609522      -2.7424042    
   1.3700000       1.5610281       1.7058651       2.1552310       2.4277186      -24.542210      -2.6654065    
   1.3900000       1.5375098       1.6532598       2.1214373       3.8430324      -24.475973      -2.5913134    
   1.4100000       1.5146532       1.6070671       2.0890422       3.1786568      -24.410767      -2.5184264    
   1.4299999       1.4924383       1.5440352       2.0578682       1.7600933      -24.346567      -2.4472952    
   1.4499999       1.4708406       1.4739983       2.0274897       1.7114471      -24.283350      -2.3794024    
   1.4699999       1.4498327       1.4077291       1.9978049       1.8010986      -24.221081      -2.3148203    
   1.4900000       1.4293885       1.3530036       1.9688941       2.6971307      -24.159744      -2.2529106    
   1.5100000       1.4094874       1.3233904       1.9410110       2.8215361      -24.099304      -2.1924403    
   1.5300000       1.3901147       1.2802819       1.9141779       1.7684610      -24.039747      -2.1331794    
   1.5500000       1.3712533       1.2248185       1.8881021       1.4629272      -23.981035      -2.0760770    
   1.5699999       1.3528821       1.1750685       1.8626317       1.4617984      -23.923153      -2.0214736    
   1.5899999       1.3349814       1.1309301       1.8377584       1.6466768      -23.866087      -1.9691700    
   1.6100000       1.3175337       1.0976831       1.8135879       2.4947324      -23.809799      -1.9185842    
   1.6300000       1.3005254       1.0678496       1.7903173       1.8708844      -23.754282      -1.8688636    
   1.6500000       1.2839437       1.0289044       1.7677824       1.0581361      -23.699516      -1.8204792    
   1.6700000       1.2677734      0.98919517       1.7457359       1.2207971      -23.645479      -1.7741544    
   1.6899999       1.2519989      0.95094311       1.7241771       1.3757489      -23.592150      -1.7297171    
   1.7099999       1.2366055      0.92373717       1.7031927       1.8915061      -23.539507      -1.6867142    
   1.7300000       1.2215818      0.90045798       1.6829088       1.5671347      -23.487541      -1.6446048    
   1.7500000       1.2069179      0.86968315       1.6632367       1.0166292      -23.436237      -1.6035957    
   1.7700000       1.1926018      0.83862287       1.6440092       1.0343441      -23.385571      -1.5641308    
   1.7900000       1.1786211      0.80586636       1.6251956       1.0544202      -23.335533      -1.5261821    
   1.8099999       1.1649635      0.78556246       1.6068418       1.6448350      -23.286102      -1.4894791    
   1.8299999       1.1516201      0.76542336       1.5890836       1.2998104      -23.237268      -1.4535002    
   1.8499999       1.1385827      0.74113190       1.5718321      0.75731051      -23.189016      -1.4184562    
   1.8700000       1.1258414      0.71292275       1.5549257      0.84912157      -23.141329      -1.3847625    
   1.8900000       1.1133857      0.69040579       1.5383739       1.1644062      -23.094202      -1.3522886    
   1.9100000       1.1012064      0.67215312       1.5222783       1.3346819      -23.047611      -1.3206354    
   1.9299999       1.0892963      0.65860409       1.5066714      0.82826227      -23.001549      -1.2896407    
   1.9499999       1.0776488      0.63093513       1.4914207      0.69523478      -22.956005      -1.2596447    
   1.9699999       1.0662543      0.61387879       1.4764683      0.86472750      -22.910961      -1.2307360    
   1.9900000       1.0551051      0.59453464       1.4618683       1.1328886      -22.866417      -1.2026814    
   2.0100000       1.0441943      0.58325291       1.4476891      0.91455030      -22.822342      -1.1752219    
   2.0300000       1.0335162      0.56111699       1.4338670      0.56618118      -22.778744      -1.1484922    
   2.0500000       1.0230629      0.54651892       1.4203043      0.71172005      -22.735605      -1.1227089    
   2.0699999       1.0128281      0.52868187       1.4070342      0.97503686      -22.692915      -1.0977169    
   2.0899999       1.0028054      0.51985657       1.3941272      0.83661580      -22.650665      -1.0732651    
   2.1099999      0.99298996      0.50236303       1.3815432      0.52078599      -22.608837      -1.0494255    
   2.1299999      0.98337561      0.48640025       1.3691956      0.62791193      -22.567438      -1.0263861    
   2.1499999      0.97395605      0.47385851       1.3571057      0.83352703      -22.526447      -1.0040354    
   2.1699998      0.96472615      0.46309811       1.3453275      0.71219850      -22.485853     -0.98218364    
   2.1900001      0.95568115      0.44875771       1.3338246      0.45031875      -22.445660     -0.96089095    
   2.2100000      0.94681591      0.43676198       1.3225359      0.69595230      -22.405848     -0.94027996    
   2.2300000      0.93812543      0.42560899       1.3115094      0.69978237      -22.366411     -0.92018127    
   2.2500000      0.92960525      0.41516143       1.3007468      0.46386254      -22.327339     -0.90055555    
   2.2700000      0.92125100      0.40284634       1.2901882      0.50429446      -22.288630     -0.88152462    
   2.2900000      0.91305798      0.39191407       1.2798394      0.66608787      -22.250275     -0.86303598    
   2.3099999      0.90502191      0.38358489       1.2697384      0.54889929      -22.212263     -0.84495831    
   2.3299999      0.89713907      0.37240165       1.2598542      0.38915533      -22.174587     -0.82734299    
   2.3499999      0.88940525      0.36199364       1.2501510      0.61066544      -22.137245     -0.81024742    
   2.3699999      0.88181651      0.35579157       1.2406706      0.50843894      -22.100229     -0.79353768    
   2.3899999      0.87436974      0.34451613       1.2313893      0.34356251      -22.063530     -0.77724755    
   2.4099998      0.86706096      0.33591706       1.2222703      0.55097091      -22.027138     -0.76143944    
   2.4299998      0.85988659      0.32795376       1.2133480      0.40478361      -21.991055     -0.74600124    
   2.4500000      0.85284328      0.31957799       1.2045979      0.41352040      -21.955259     -0.73096871    
   2.4700000      0.84592795      0.31203145       1.1960191      0.50732613      -21.919765     -0.71632081    
   2.4900000      0.83913738      0.30358577       1.1876261      0.34668425      -21.884562     -0.70199859    
   2.5100000      0.83246839      0.29752937       1.1793884      0.43409640      -21.849628     -0.68805355    
   2.5300000      0.82591832      0.28997630       1.1713153      0.38635296      -21.814978     -0.67444366    
   2.5500000      0.81948423      0.28242660       1.1633968      0.33971053      -21.780600     -0.66117108    
